date,market,category,commodity,unit,price,H-date
10/15/2016,National Average,cereals and tubers,Bread (pita),KG,0.17,10/15/2016
10/15/2016,National Average,cereals and tubers,Bulgur,KG,0.93,10/15/2016
10/15/2016,National Average,cereals and tubers,Pasta,KG,0.34,10/15/2016
10/15/2016,National Average,cereals and tubers,Potatoes,KG,0.77,10/15/2016
10/15/2016,National Average,cereals and tubers,Rice (imported),KG,1.24,10/15/2016
10/15/2016,National Average,"meat, fish and eggs",Eggs,2 KG,2.29,10/15/2016
10/15/2016,National Average,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.97,10/15/2016
10/15/2016,National Average,"meat, fish and eggs",Meat (beef),KG,8.28,10/15/2016
10/15/2016,National Average,"meat, fish and eggs",Meat (chicken),KG,2.34,10/15/2016
10/15/2016,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.16,10/15/2016
10/15/2016,National Average,"meat, fish and eggs",Meat (lamb),KG,10.4,10/15/2016
10/15/2016,National Average,milk and dairy,Cheese (picon),KG,0.74,10/15/2016
10/15/2016,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.24,10/15/2016
10/15/2016,National Average,milk and dairy,Milk (pasteurized),L,1.16,10/15/2016
10/15/2016,National Average,miscellaneous food,Sugar,KG,0.72,10/15/2016
10/15/2016,National Average,oil and fats,Oil (olive),KG,5.4,10/15/2016
10/15/2016,National Average,oil and fats,Oil (vegetable),1.8 L,1.88,10/15/2016
10/15/2016,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.45,10/15/2016
10/15/2016,National Average,pulses and nuts,Chickpeas,KG,1.66,10/15/2016
10/15/2016,National Average,pulses and nuts,Lentils,KG,1.33,10/15/2016
10/15/2016,National Average,vegetables and fruits,Apples (red),KG,1.46,10/15/2016
10/15/2016,National Average,vegetables and fruits,Bananas,KG,0.82,10/15/2016
10/15/2016,National Average,vegetables and fruits,Cucumbers,KG,0.62,10/15/2016
10/15/2016,National Average,vegetables and fruits,Garlic,KG,2.76,10/15/2016
10/15/2016,National Average,vegetables and fruits,Onions,KG,0.65,10/15/2016
10/15/2016,National Average,vegetables and fruits,Oranges (big size),KG,1.44,10/15/2016
10/15/2016,National Average,vegetables and fruits,Spinach,KG,0.46,10/15/2016
10/15/2016,National Average,vegetables and fruits,Tomatoes,KG,0.39,10/15/2016
10/15/2016,Ajloun,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Ajloun,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Ajloun,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Al Aqaba,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Al Balqa,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Al Balqa,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Al Karak,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Al Karak,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Al Karak,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Al Mafraq,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Al Tafilah,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Al Tafilah,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Al Tafilah,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Amman,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Amman,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Amman,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Irbid,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Irbid,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Irbid,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Jarash,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Jarash,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Jarash,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Maan,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Maan,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Maan,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Madaba,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Madaba,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Madaba,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
10/15/2016,Zarqa,non-food,Fuel (gas),12.5 KG,7,10/15/2016
10/15/2016,Zarqa,non-food,Fuel (kerosene),L,0.43,10/15/2016
10/15/2016,Zarqa,non-food,Fuel (petrol-gasoline),L,0.57,10/15/2016
11/15/2016,National Average,cereals and tubers,Bread (pita),KG,0.17,11/15/2016
11/15/2016,National Average,cereals and tubers,Bulgur,KG,0.93,11/15/2016
11/15/2016,National Average,cereals and tubers,Pasta,KG,0.34,11/15/2016
11/15/2016,National Average,cereals and tubers,Potatoes,KG,0.72,11/15/2016
11/15/2016,National Average,cereals and tubers,Rice (imported),KG,1.24,11/15/2016
11/15/2016,National Average,"meat, fish and eggs",Eggs,2 KG,2.26,11/15/2016
11/15/2016,National Average,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.97,11/15/2016
11/15/2016,National Average,"meat, fish and eggs",Meat (beef),KG,7.92,11/15/2016
11/15/2016,National Average,"meat, fish and eggs",Meat (chicken),KG,2.23,11/15/2016
11/15/2016,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.16,11/15/2016
11/15/2016,National Average,"meat, fish and eggs",Meat (lamb),KG,9.92,11/15/2016
11/15/2016,National Average,milk and dairy,Cheese (picon),KG,0.73,11/15/2016
11/15/2016,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.24,11/15/2016
11/15/2016,National Average,milk and dairy,Milk (pasteurized),L,1.16,11/15/2016
11/15/2016,National Average,miscellaneous food,Sugar,KG,0.72,11/15/2016
11/15/2016,National Average,oil and fats,Oil (olive),KG,5.49,11/15/2016
11/15/2016,National Average,oil and fats,Oil (vegetable),1.8 L,1.88,11/15/2016
11/15/2016,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.44,11/15/2016
11/15/2016,National Average,pulses and nuts,Chickpeas,KG,1.7,11/15/2016
11/15/2016,National Average,pulses and nuts,Lentils,KG,1.37,11/15/2016
11/15/2016,National Average,vegetables and fruits,Apples (red),KG,1.4,11/15/2016
11/15/2016,National Average,vegetables and fruits,Bananas,KG,0.78,11/15/2016
11/15/2016,National Average,vegetables and fruits,Cucumbers,KG,0.58,11/15/2016
11/15/2016,National Average,vegetables and fruits,Garlic,KG,2.71,11/15/2016
11/15/2016,National Average,vegetables and fruits,Onions,KG,0.67,11/15/2016
11/15/2016,National Average,vegetables and fruits,Oranges (big size),KG,1.4,11/15/2016
11/15/2016,National Average,vegetables and fruits,Spinach,KG,0.48,11/15/2016
11/15/2016,National Average,vegetables and fruits,Tomatoes,KG,0.41,11/15/2016
11/15/2016,Ajloun,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Ajloun,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Ajloun,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Al Aqaba,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Al Balqa,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Al Balqa,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Al Karak,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Al Karak,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Al Karak,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Al Mafraq,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Al Tafilah,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Al Tafilah,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Al Tafilah,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Amman,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Amman,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Amman,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Irbid,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Irbid,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Irbid,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Jarash,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Jarash,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Jarash,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Maan,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Maan,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Maan,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Madaba,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Madaba,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Madaba,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
11/15/2016,Zarqa,non-food,Fuel (gas),12.5 KG,7,11/15/2016
11/15/2016,Zarqa,non-food,Fuel (kerosene),L,0.46,11/15/2016
11/15/2016,Zarqa,non-food,Fuel (petrol-gasoline),L,0.6,11/15/2016
12/15/2016,National Average,cereals and tubers,Bread (pita),KG,0.17,12/15/2016
12/15/2016,National Average,cereals and tubers,Bulgur,KG,0.91,12/15/2016
12/15/2016,National Average,cereals and tubers,Pasta,KG,0.34,12/15/2016
12/15/2016,National Average,cereals and tubers,Potatoes,KG,0.79,12/15/2016
12/15/2016,National Average,cereals and tubers,Rice (imported),KG,1.24,12/15/2016
12/15/2016,National Average,"meat, fish and eggs",Eggs,2 KG,2.58,12/15/2016
12/15/2016,National Average,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.97,12/15/2016
12/15/2016,National Average,"meat, fish and eggs",Meat (beef),KG,7.85,12/15/2016
12/15/2016,National Average,"meat, fish and eggs",Meat (chicken),KG,2.26,12/15/2016
12/15/2016,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.37,12/15/2016
12/15/2016,National Average,"meat, fish and eggs",Meat (lamb),KG,9.7,12/15/2016
12/15/2016,National Average,milk and dairy,Cheese (picon),KG,0.73,12/15/2016
12/15/2016,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.21,12/15/2016
12/15/2016,National Average,milk and dairy,Milk (pasteurized),L,1.16,12/15/2016
12/15/2016,National Average,miscellaneous food,Sugar,KG,0.72,12/15/2016
12/15/2016,National Average,oil and fats,Oil (olive),KG,5.5,12/15/2016
12/15/2016,National Average,oil and fats,Oil (vegetable),1.8 L,1.86,12/15/2016
12/15/2016,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.47,12/15/2016
12/15/2016,National Average,pulses and nuts,Chickpeas,KG,1.82,12/15/2016
12/15/2016,National Average,pulses and nuts,Lentils,KG,1.36,12/15/2016
12/15/2016,National Average,vegetables and fruits,Apples (red),KG,1.35,12/15/2016
12/15/2016,National Average,vegetables and fruits,Bananas,KG,0.77,12/15/2016
12/15/2016,National Average,vegetables and fruits,Cucumbers,KG,0.78,12/15/2016
12/15/2016,National Average,vegetables and fruits,Garlic,KG,2.74,12/15/2016
12/15/2016,National Average,vegetables and fruits,Onions,KG,0.6,12/15/2016
12/15/2016,National Average,vegetables and fruits,Oranges (big size),KG,1.38,12/15/2016
12/15/2016,National Average,vegetables and fruits,Spinach,KG,0.36,12/15/2016
12/15/2016,National Average,vegetables and fruits,Tomatoes,KG,0.37,12/15/2016
12/15/2016,Ajloun,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Ajloun,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Ajloun,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Al Aqaba,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Al Balqa,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Al Balqa,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Al Karak,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Al Karak,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Al Karak,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Al Mafraq,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Al Tafilah,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Al Tafilah,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Al Tafilah,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Amman,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Amman,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Amman,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Irbid,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Irbid,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Irbid,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Jarash,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Jarash,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Jarash,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Maan,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Maan,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Maan,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Madaba,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Madaba,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Madaba,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
12/15/2016,Zarqa,non-food,Fuel (gas),12.5 KG,7,12/15/2016
12/15/2016,Zarqa,non-food,Fuel (kerosene),L,0.43,12/15/2016
12/15/2016,Zarqa,non-food,Fuel (petrol-gasoline),L,0.58,12/15/2016
1/15/2017,Ajloun,cereals and tubers,Bread (pita),KG,0.17,1/15/2017
1/15/2017,Ajloun,cereals and tubers,Bulgur,KG,0.74,1/15/2017
1/15/2017,Ajloun,cereals and tubers,Pasta,300 G,0.35,1/15/2017
1/15/2017,Ajloun,cereals and tubers,Potatoes,KG,0.79,1/15/2017
1/15/2017,Ajloun,cereals and tubers,Rice (imported),KG,1.24,1/15/2017
1/15/2017,Ajloun,"meat, fish and eggs",Eggs,2 KG,2.89,1/15/2017
1/15/2017,Ajloun,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,1/15/2017
1/15/2017,Ajloun,"meat, fish and eggs",Meat (beef),KG,8,1/15/2017
1/15/2017,Ajloun,"meat, fish and eggs",Meat (chicken),KG,1.84,1/15/2017
1/15/2017,Ajloun,"meat, fish and eggs","Meat (chicken, whole)",KG,1.48,1/15/2017
1/15/2017,Ajloun,"meat, fish and eggs",Meat (lamb),KG,10.43,1/15/2017
1/15/2017,Ajloun,milk and dairy,Cheese (picon),160 G,0.83,1/15/2017
1/15/2017,Ajloun,milk and dairy,"Cheese (white, boiled)",KG,6,1/15/2017
1/15/2017,Ajloun,milk and dairy,Milk (pasteurized),L,1.23,1/15/2017
1/15/2017,Ajloun,miscellaneous food,Salt (iodised),750 G,0.25,1/15/2017
1/15/2017,Ajloun,miscellaneous food,Sugar,KG,0.72,1/15/2017
1/15/2017,Ajloun,non-food,Fuel (gas),12.5 KG,7,1/15/2017
1/15/2017,Ajloun,non-food,Fuel (kerosene),L,0.47,1/15/2017
1/15/2017,Ajloun,non-food,Fuel (petrol-gasoline),L,0.62,1/15/2017
1/15/2017,Ajloun,oil and fats,Oil (olive),L,6,1/15/2017
1/15/2017,Ajloun,oil and fats,Oil (vegetable),1.8 L,1.82,1/15/2017
1/15/2017,Ajloun,pulses and nuts,"Beans (fava, dry)",KG,1.6,1/15/2017
1/15/2017,Ajloun,pulses and nuts,Chickpeas,KG,2.17,1/15/2017
1/15/2017,Ajloun,pulses and nuts,Lentils,KG,1.53,1/15/2017
1/15/2017,Ajloun,vegetables and fruits,Apples (red),KG,1.36,1/15/2017
1/15/2017,Ajloun,vegetables and fruits,Bananas,KG,0.86,1/15/2017
1/15/2017,Ajloun,vegetables and fruits,Cucumbers,KG,0.66,1/15/2017
1/15/2017,Ajloun,vegetables and fruits,Garlic,KG,2.98,1/15/2017
1/15/2017,Ajloun,vegetables and fruits,Onions,KG,0.64,1/15/2017
1/15/2017,Ajloun,vegetables and fruits,Spinach,KG,0.28,1/15/2017
1/15/2017,Ajloun,vegetables and fruits,Tomatoes,KG,0.26,1/15/2017
1/15/2017,Al Aqaba,cereals and tubers,Bread (pita),KG,0.17,1/15/2017
1/15/2017,Al Aqaba,cereals and tubers,Bulgur,KG,1.01,1/15/2017
1/15/2017,Al Aqaba,cereals and tubers,Pasta,300 G,0.32,1/15/2017
1/15/2017,Al Aqaba,cereals and tubers,Potatoes,KG,1,1/15/2017
1/15/2017,Al Aqaba,"meat, fish and eggs",Eggs,2 KG,2.82,1/15/2017
1/15/2017,Al Aqaba,"meat, fish and eggs",Meat (beef),KG,8.75,1/15/2017
1/15/2017,Al Aqaba,"meat, fish and eggs",Meat (chicken),KG,2.85,1/15/2017
1/15/2017,Al Aqaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.49,1/15/2017
1/15/2017,Al Aqaba,"meat, fish and eggs",Meat (lamb),KG,11.08,1/15/2017
1/15/2017,Al Aqaba,milk and dairy,Cheese (picon),160 G,0.75,1/15/2017
1/15/2017,Al Aqaba,milk and dairy,"Cheese (white, boiled)",KG,5.02,1/15/2017
1/15/2017,Al Aqaba,milk and dairy,Milk (pasteurized),L,1.1,1/15/2017
1/15/2017,Al Aqaba,miscellaneous food,Salt (iodised),750 G,0.26,1/15/2017
1/15/2017,Al Aqaba,miscellaneous food,Sugar,KG,0.71,1/15/2017
1/15/2017,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,1/15/2017
1/15/2017,Al Aqaba,non-food,Fuel (kerosene),L,0.47,1/15/2017
1/15/2017,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.62,1/15/2017
1/15/2017,Al Aqaba,oil and fats,Oil (olive),L,6.25,1/15/2017
1/15/2017,Al Aqaba,oil and fats,Oil (vegetable),1.8 L,1.97,1/15/2017
1/15/2017,Al Aqaba,pulses and nuts,"Beans (fava, dry)",KG,1.45,1/15/2017
1/15/2017,Al Aqaba,pulses and nuts,Chickpeas,KG,2.04,1/15/2017
1/15/2017,Al Aqaba,pulses and nuts,Lentils,KG,1.56,1/15/2017
1/15/2017,Al Aqaba,vegetables and fruits,Apples (red),KG,1.41,1/15/2017
1/15/2017,Al Aqaba,vegetables and fruits,Cucumbers,KG,0.64,1/15/2017
1/15/2017,Al Aqaba,vegetables and fruits,Garlic,KG,3.22,1/15/2017
1/15/2017,Al Aqaba,vegetables and fruits,Onions,KG,0.61,1/15/2017
1/15/2017,Al Aqaba,vegetables and fruits,Spinach,KG,0.42,1/15/2017
1/15/2017,Al Aqaba,vegetables and fruits,Tomatoes,KG,0.26,1/15/2017
1/15/2017,Al Balqa,cereals and tubers,Bread (pita),KG,0.17,1/15/2017
1/15/2017,Al Balqa,cereals and tubers,Bulgur,KG,0.95,1/15/2017
1/15/2017,Al Balqa,cereals and tubers,Pasta,300 G,0.35,1/15/2017
1/15/2017,Al Balqa,cereals and tubers,Potatoes,KG,0.95,1/15/2017
1/15/2017,Al Balqa,cereals and tubers,Rice (imported),KG,1.19,1/15/2017
1/15/2017,Al Balqa,"meat, fish and eggs",Eggs,2 KG,2.75,1/15/2017
1/15/2017,Al Balqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.86,1/15/2017
1/15/2017,Al Balqa,"meat, fish and eggs",Meat (beef),KG,7.38,1/15/2017
1/15/2017,Al Balqa,"meat, fish and eggs",Meat (chicken),KG,2.24,1/15/2017
1/15/2017,Al Balqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.6,1/15/2017
1/15/2017,Al Balqa,"meat, fish and eggs",Meat (lamb),KG,8.5,1/15/2017
1/15/2017,Al Balqa,milk and dairy,Cheese (picon),160 G,0.65,1/15/2017
1/15/2017,Al Balqa,milk and dairy,"Cheese (white, boiled)",KG,5.85,1/15/2017
1/15/2017,Al Balqa,milk and dairy,Milk (pasteurized),L,1,1/15/2017
1/15/2017,Al Balqa,miscellaneous food,Salt (iodised),750 G,0.24,1/15/2017
1/15/2017,Al Balqa,miscellaneous food,Sugar,KG,0.83,1/15/2017
1/15/2017,Al Balqa,non-food,Fuel (gas),12.5 KG,7,1/15/2017
1/15/2017,Al Balqa,non-food,Fuel (kerosene),L,0.47,1/15/2017
1/15/2017,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.62,1/15/2017
1/15/2017,Al Balqa,oil and fats,Oil (olive),L,5.5,1/15/2017
1/15/2017,Al Balqa,oil and fats,Oil (vegetable),1.8 L,2,1/15/2017
1/15/2017,Al Balqa,pulses and nuts,"Beans (fava, dry)",KG,1.62,1/15/2017
1/15/2017,Al Balqa,pulses and nuts,Chickpeas,KG,2.75,1/15/2017
1/15/2017,Al Balqa,pulses and nuts,Lentils,KG,1.04,1/15/2017
1/15/2017,Al Balqa,vegetables and fruits,Apples (red),KG,1.52,1/15/2017
1/15/2017,Al Balqa,vegetables and fruits,Bananas,KG,0.75,1/15/2017
1/15/2017,Al Balqa,vegetables and fruits,Cucumbers,KG,0.55,1/15/2017
1/15/2017,Al Balqa,vegetables and fruits,Garlic,KG,2.5,1/15/2017
1/15/2017,Al Balqa,vegetables and fruits,Onions,KG,0.55,1/15/2017
1/15/2017,Al Balqa,vegetables and fruits,Spinach,KG,0.39,1/15/2017
1/15/2017,Al Balqa,vegetables and fruits,Tomatoes,KG,0.33,1/15/2017
1/15/2017,Al Karak,cereals and tubers,Bread (pita),KG,0.17,1/15/2017
1/15/2017,Al Karak,cereals and tubers,Bulgur,KG,1.02,1/15/2017
1/15/2017,Al Karak,cereals and tubers,Pasta,300 G,0.4,1/15/2017
1/15/2017,Al Karak,cereals and tubers,Potatoes,KG,1,1/15/2017
1/15/2017,Al Karak,cereals and tubers,Rice (imported),KG,1.25,1/15/2017
1/15/2017,Al Karak,"meat, fish and eggs",Eggs,2 KG,3.01,1/15/2017
1/15/2017,Al Karak,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,1/15/2017
1/15/2017,Al Karak,"meat, fish and eggs",Meat (beef),KG,7,1/15/2017
1/15/2017,Al Karak,"meat, fish and eggs",Meat (chicken),KG,2.52,1/15/2017
1/15/2017,Al Karak,"meat, fish and eggs","Meat (chicken, whole)",KG,1.52,1/15/2017
1/15/2017,Al Karak,"meat, fish and eggs",Meat (lamb),KG,8.67,1/15/2017
1/15/2017,Al Karak,milk and dairy,Cheese (picon),160 G,0.75,1/15/2017
1/15/2017,Al Karak,milk and dairy,"Cheese (white, boiled)",KG,4.55,1/15/2017
1/15/2017,Al Karak,milk and dairy,Milk (pasteurized),L,1.1,1/15/2017
1/15/2017,Al Karak,miscellaneous food,Salt (iodised),750 G,0.25,1/15/2017
1/15/2017,Al Karak,miscellaneous food,Sugar,KG,0.76,1/15/2017
1/15/2017,Al Karak,non-food,Fuel (gas),12.5 KG,7,1/15/2017
1/15/2017,Al Karak,non-food,Fuel (kerosene),L,0.47,1/15/2017
1/15/2017,Al Karak,non-food,Fuel (petrol-gasoline),L,0.62,1/15/2017
1/15/2017,Al Karak,oil and fats,Oil (olive),L,4.7,1/15/2017
1/15/2017,Al Karak,oil and fats,Oil (vegetable),1.8 L,1.83,1/15/2017
1/15/2017,Al Karak,pulses and nuts,"Beans (fava, dry)",KG,1.32,1/15/2017
1/15/2017,Al Karak,pulses and nuts,Chickpeas,KG,1.8,1/15/2017
1/15/2017,Al Karak,pulses and nuts,Lentils,KG,1.74,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Apples (red),KG,1.07,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Bananas,KG,0.78,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Cucumbers,KG,0.7,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Garlic,KG,2.25,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Onions,KG,0.57,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Oranges (big size),KG,0.51,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Spinach,KG,0.45,1/15/2017
1/15/2017,Al Karak,vegetables and fruits,Tomatoes,KG,0.23,1/15/2017
1/15/2017,Al Mafraq,cereals and tubers,Bread (pita),KG,0.17,1/15/2017
1/15/2017,Al Mafraq,cereals and tubers,Bulgur,KG,0.92,1/15/2017
1/15/2017,Al Mafraq,cereals and tubers,Pasta,300 G,0.4,1/15/2017
1/15/2017,Al Mafraq,cereals and tubers,Potatoes,KG,0.81,1/15/2017
1/15/2017,Al Mafraq,cereals and tubers,Rice (imported),KG,1.25,1/15/2017
1/15/2017,Al Mafraq,"meat, fish and eggs",Eggs,2 KG,2.83,1/15/2017
1/15/2017,Al Mafraq,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.98,1/15/2017
1/15/2017,Al Mafraq,"meat, fish and eggs",Meat (beef),KG,7.21,1/15/2017
1/15/2017,Al Mafraq,"meat, fish and eggs",Meat (chicken),KG,2,1/15/2017
1/15/2017,Al Mafraq,"meat, fish and eggs","Meat (chicken, whole)",KG,1.45,1/15/2017
1/15/2017,Al Mafraq,"meat, fish and eggs",Meat (lamb),KG,9.6,1/15/2017
1/15/2017,Al Mafraq,milk and dairy,Cheese (picon),160 G,0.75,1/15/2017
1/15/2017,Al Mafraq,milk and dairy,"Cheese (white, boiled)",KG,6,1/15/2017
1/15/2017,Al Mafraq,milk and dairy,Milk (pasteurized),L,1.2,1/15/2017
